timestamp,request_id,endpoint,status_code,latency_ms,phase,ground_truth_drift,adaptive_alert,fixed_alert,score,threshold,error
1772861856.715273,2c0cfec13c02737129dd825a,/detect_drift,200,183.9821,normal,0,1,1,0.972947,0.880000,
1772861856.715655,0ed455050b81d5b4083a73e1,/score,200,184.0195,normal,0,1,1,0.970424,0.880000,
1772861856.775396,7bcf716ed5ae28bc5874acd3,/score,200,183.0110,normal,0,0,0,0.432001,0.880000,
1772861856.897760,193ca595e97338c623661899,/score,200,182.9257,normal,0,0,0,0.432001,0.880000,
1772861856.897988,8cd4b39b2d9c416a09ddda01,/score,200,182.9230,normal,0,1,1,0.964880,0.880000,
1772861856.898235,8d129e037c548bbc188b19c5,/score,200,182.9519,normal,0,0,0,0.432001,0.880000,
1772861856.898627,44304cab8f8530d892ce9e46,/predict,200,182.9570,normal,0,0,0,0.432001,0.880000,
1772861856.958076,25d7e2db1a647172bd45ee29,/score,200,182.6602,normal,0,0,0,0.432001,0.880000,
1772861857.079556,6268d86f0e114da99753b53f,/score,200,181.7705,normal,0,1,1,0.963891,0.880000,
1772861857.079785,927d73ab8e03f3aaf03cc063,/detect_drift,200,181.7867,normal,0,0,0,0.432001,0.880000,
1772861857.079989,990de127a76995581dbb4993,/score,200,181.7387,normal,0,0,0,0.432001,0.880000,
1772861857.080333,14a0f1ce3895257e67557bd4,/predict,200,181.6956,normal,0,1,1,0.992479,0.880000,
1772861857.140384,4ec44ea18118cf49aeba8f98,/score,200,182.2867,normal,0,1,1,0.977062,0.880000,
1772861857.261200,132be102ba36196ac547abd6,/detect_drift,200,181.6176,normal,0,0,0,0.432001,0.880000,
1772861857.261434,35104b5b4acc5a8cee1dd8f5,/detect_drift,200,181.6382,normal,0,0,0,0.432001,0.880000,
1772861857.261646,c542a2eb50692dd191a85936,/detect_drift,200,181.6475,normal,0,0,0,0.432001,0.880000,
1772861857.261989,43c1ad89b95f32f107bd99c3,/score,200,181.6461,normal,0,0,0,0.432001,0.880000,
1772861857.321171,c494cf70e013325986cb0863,/detect_drift,200,180.7629,normal,0,0,0,0.432001,0.880000,
1772861857.441425,886b6d21cd9ae0b4776e888b,/score,200,180.1985,normal,0,0,0,0.432001,0.880000,
1772861857.442155,cd356c9f786cf3e334774506,/predict,200,180.7079,normal,0,0,0,0.432001,0.880000,
1772861857.442379,5b27803a4375ec181e7ea54a,/predict,200,180.7235,normal,0,0,0,0.432001,0.880000,
1772861857.442599,7ff2d3f0f66f1eb96fe07d59,/detect_drift,200,180.5997,normal,0,1,1,0.965887,0.880000,
1772861857.501921,ce89729b089e1a2c0bd1fd86,/predict,200,180.7301,normal,0,1,1,0.985873,0.880000,
1772861857.624416,76cee89d49836aef549bee4b,/score,200,182.9665,normal,0,1,1,0.993258,0.880000,
1772861857.624633,5f6ff42c4d2fbde8efb30c29,/predict,200,182.4641,normal,0,1,1,0.994650,0.880000,
1772861857.624837,8f8c91f8201e111297ebd0b5,/detect_drift,200,182.4476,normal,0,1,1,0.993909,0.880000,
1772861857.625167,79655603135010c31871a4d5,/predict,200,182.5579,normal,0,1,1,0.997046,0.880000,
1772861857.684618,1c55e9f2586afe67e221a349,/detect_drift,200,182.6770,normal,0,1,1,0.965103,0.880000,
1772861857.805183,2c4646a34c7807db319d53ba,/score,200,180.7461,normal,0,0,0,0.432001,0.880000,
1772861857.805392,f9b9a7fb9948709d987741d6,/predict,200,180.7484,normal,0,0,0,0.432001,0.880000,
1772861857.805591,27c2d842af934eec7e7ca4ea,/score,200,180.7451,normal,0,1,1,0.993752,0.880000,
1772861857.805941,82544a5db69fb247ef9b402d,/detect_drift,200,180.7655,normal,0,0,0,0.432001,0.880000,
1772861857.865219,3d5ade77088e4d446e3a3bb0,/detect_drift,200,180.5810,normal,0,0,0,0.432001,0.880000,
1772861857.986505,803c196ae74303ebba71e984,/predict,200,181.3022,normal,0,0,0,0.432001,0.880000,
1772861857.986712,15a0c0db630547c971cd9187,/score,200,181.3102,normal,0,0,0,0.432001,0.880000,
1772861857.986917,36bc4f665c7a0a8eb142a6d8,/predict,200,181.3170,normal,0,1,1,0.992857,0.880000,
1772861857.987253,d82c4f731b5864a02fb6381c,/score,200,181.3026,normal,0,0,0,0.432001,0.880000,
1772861858.047093,5a2f325cc2ed87d99ad23570,/score,200,181.8521,normal,0,0,0,0.432001,0.880000,
1772861858.168088,f14bc415af9cce5414b75699,/score,200,181.5608,normal,0,0,0,0.432001,0.880000,
1772861858.168320,f6a2f6803f3624b2510e9995,/predict,200,181.5974,normal,0,1,1,0.996820,0.880000,
1772861858.168531,5e17b531cd26cbd763cbaa8a,/detect_drift,200,181.6044,normal,0,0,0,0.432001,0.880000,
1772861858.168880,00e19614e71434c848fa3283,/score,200,181.6171,normal,0,0,0,0.432001,0.880000,
1772861858.227982,5bcaca3eae00b83a74e756c0,/score,200,180.8661,normal,0,0,0,0.432001,0.880000,
1772861858.349014,02236d8b51fe01cb2652d9be,/detect_drift,200,180.9003,normal,0,1,1,0.965440,0.880000,
1772861858.349240,713f8c34ecc96cd7a339a06f,/score,200,180.9082,normal,0,1,1,0.973558,0.880000,
1772861858.349449,2d8f50636da6a718b34f2b4b,/score,200,180.9077,normal,0,0,0,0.432001,0.880000,
1772861858.349804,7b9e89b33c255f896d8b676b,/predict,200,180.9147,normal,0,0,0,0.432001,0.880000,
1772861858.409155,e6550a3cc152f1e5919a6197,/score,200,181.1512,normal,0,1,1,0.977044,0.880000,
1772861858.529866,6036f0cc38ee7e3604eadca6,/score,200,180.8274,normal,0,0,0,0.432001,0.880000,
1772861858.530102,d96eb2c225a56dc32838317b,/score,200,180.8510,normal,0,1,1,0.995130,0.880000,
1772861858.530304,cd85a491a7aa80bccef2c5f4,/predict,200,180.8448,normal,0,0,0,0.432001,0.880000,
1772861858.530661,49a7f582d68301446372044c,/detect_drift,200,180.8472,normal,0,0,0,0.432001,0.880000,
1772861858.589905,2ccc42f7ce97fdfc0cf69f26,/detect_drift,200,180.7291,normal,0,0,0,0.432001,0.880000,
1772861858.710400,a44e524ee3c77b11b7fd1d6e,/score,200,180.5074,normal,0,1,1,0.996532,0.880000,
1772861858.710907,6d502d41e02a3e36b9bcc383,/score,200,180.7938,normal,0,0,0,0.432001,0.880000,
1772861858.711115,5780911dc486452d3903bae6,/score,200,180.8004,normal,0,0,0,0.432001,0.880000,
1772861858.711348,6286af59dd68e556b1d5b57a,/predict,200,180.6765,normal,0,0,0,0.432001,0.880000,
1772861858.770287,720d3a087bb7a9e364db75e8,/detect_drift,200,180.3616,normal,0,0,0,0.432001,0.880000,
1772861858.890057,516a79e813160d2811ae7f0a,/detect_drift,200,179.6349,normal,0,0,0,0.432001,0.880000,
1772861858.890294,ee16a72182079c528d29c2cf,/score,200,179.3761,normal,0,0,0,0.432001,0.880000,
1772861858.890495,0ab513c712a496b5410541ec,/detect_drift,200,179.3706,normal,0,0,0,0.432001,0.880000,
1772861858.890847,99a167aaeeabff80908c316d,/predict,200,179.4904,normal,0,0,0,0.432001,0.880000,
1772861858.949563,fdc7337434236bc55e19e581,/score,200,179.2527,normal,0,0,0,0.432001,0.880000,
1772861859.069463,17a17ec0c8d1479c9731bcc2,/predict,200,179.3780,normal,0,1,1,0.990770,0.880000,
1772861859.069689,a33dae176d7de2c10d2db10f,/score,200,179.3834,normal,0,0,0,0.432001,0.880000,
1772861859.069882,06d92348bfcf16435331cb90,/score,200,179.3773,normal,0,1,1,0.963808,0.880000,
1772861859.070213,2c6c96fed413470c604a6290,/predict,200,179.3560,normal,0,1,1,0.965594,0.880000,
1772861859.129128,048c654923c52a0f71b64b52,/detect_drift,200,179.5471,normal,0,0,0,0.432001,0.880000,
1772861859.250029,a47b5ede8761d0913c71706f,/score,200,180.5423,normal,0,1,1,0.964201,0.880000,
1772861859.250260,a96bc8ff1e4e63d3277d7e59,/score,200,180.5611,normal,0,0,0,0.432001,0.880000,
1772861859.250469,15cca80a512356b7300ca0d3,/predict,200,180.5775,normal,0,0,0,0.432001,0.880000,
1772861859.250820,f3b5333347076be1482a5a3a,/score,200,180.5973,normal,0,1,1,0.966106,0.880000,
1772861859.309195,d178699b36320074442a92cd,/score,200,180.0470,normal,0,0,0,0.432001,0.880000,
1772861859.428510,dce298d7a7a92fd1295c0a1b,/detect_drift,200,178.4536,normal,0,0,0,0.432001,0.880000,
1772861859.428745,5987d5ba3e3c63eff4a3852c,/score,200,178.4737,normal,0,0,0,0.432001,0.880000,
1772861859.428958,f5dd326389291a0cb6dd5008,/score,200,178.4794,normal,0,1,1,0.995472,0.880000,
1772861859.429300,54656cd6adb4d2880e1af55a,/score,200,178.4696,normal,0,0,0,0.432001,0.880000,
1772861859.487332,b6268a2e25b5f908f4dd5032,/predict,200,178.1172,normal,0,0,0,0.432001,0.880000,
1772861859.604960,175e9cbaaf4187e05b2bc3a8,/detect_drift,200,176.4257,normal,0,0,0,0.432001,0.880000,
1772861859.605652,06accf9daa18bbfdd9b7aa67,/predict,200,176.8945,normal,0,0,0,0.432001,0.880000,
1772861859.605864,23256c4acc454cfe217da422,/score,200,176.8954,normal,0,0,0,0.432001,0.880000,
1772861859.606090,0e9aae616c174d69cea771cc,/detect_drift,200,176.7801,normal,0,0,0,0.432001,0.880000,
1772861859.663587,c659f9c36414eb7d8aa54c19,/predict,200,176.2347,normal,0,0,0,0.432001,0.880000,
1772861859.781049,9161c327f6c8b6a48de14e4f,/score,200,176.0672,normal,0,1,1,0.965037,0.880000,
1772861859.781277,56da56485a2346d4b9ddcc81,/score,200,175.6142,normal,0,0,0,0.432001,0.880000,
1772861859.781483,2bdf25a2819c35870e751640,/detect_drift,200,175.6081,normal,0,0,0,0.432001,0.880000,
