timestamp,request_id,endpoint,status_code,latency_ms,phase,ground_truth_drift,drift_evaluated,adaptive_alert,fixed_alert,score,threshold,error
1772862894.330774,2342d1acd39cd1637bf8b938,/predict,200,6.3678,normal,0,0,0,0,0.000000,0.000000,
1772862894.335344,8b8bfce456aefb6dbbd5e00c,/predict,200,10.6883,normal,0,0,0,0,0.000000,0.000000,
1772862894.335528,704925f6ceee7c5256a221ad,/score,200,11.0344,normal,0,0,0,0,0.000000,0.000000,
1772862894.335941,f3c011e03ca6ed73751683c6,/detect_drift,200,11.2068,normal,0,0,0,0,0.925404,0.880000,
1772862894.336198,e72832066bb7584979c709c3,/predict,200,11.6217,normal,0,0,0,0,0.000000,0.000000,
1772862894.336871,2d7e3a8ee2d05521c485cfbe,/detect_drift,200,6.0699,normal,0,0,0,0,0.987782,0.880000,
1772862894.338188,5070bfb0d40dbc97445bff92,/score,200,2.8311,normal,0,0,0,0,0.000000,0.000000,
1772862894.342626,452a26766b13b6cce6da7df5,/detect_drift,200,6.6745,normal,0,0,0,0,0.448891,0.880000,
1772862894.342794,e1aaa0c152084a69a3cfaa04,/score,200,6.5857,normal,0,0,0,0,0.000000,0.000000,
1772862894.343174,97e054431374c1c9d6156e53,/score,200,7.6320,normal,0,0,0,0,0.000000,0.000000,
1772862894.343370,0fa48dba5d4691852bfb7038,/predict,200,6.4859,normal,0,0,0,0,0.000000,0.000000,
1772862894.343992,04e260493ad9d186bd6fa67b,/score,200,5.7914,normal,0,0,0,0,0.000000,0.000000,
1772862894.345197,f818e6b6befb285e209dd1cc,/score,200,2.5605,normal,0,0,0,0,0.000000,0.000000,
1772862894.349906,a7832a3563935e28009b80ab,/score,200,5.9042,normal,0,0,0,0,0.000000,0.000000,
1772862894.350095,d76e5665ceaa57ed21079a9e,/score,200,6.9117,normal,0,0,0,0,0.000000,0.000000,
1772862894.350482,b03a70179407ee7704051aaa,/score,200,7.6781,normal,0,0,0,0,0.000000,0.000000,
1772862894.350708,45ca35670ebbe404103d1efb,/predict,200,7.3289,normal,0,0,0,0,0.000000,0.000000,
1772862894.351443,37f8a0d49c6f496aa7fade33,/detect_drift,200,6.2297,normal,0,0,0,0,0.809429,0.880000,
1772862894.352822,99aff09e6a67faa41efdd833,/predict,200,2.8999,normal,0,0,0,0,0.000000,0.000000,
1772862894.357463,790cf322a13db8f6087ba4ef,/predict,200,7.3589,normal,0,0,0,0,0.000000,0.000000,
1772862894.357627,ae0e5840af80576c400f4194,/score,200,6.1749,normal,0,0,0,0,0.000000,0.000000,
1772862894.358006,798542f969627a50db29af8f,/score,200,7.5141,normal,0,0,0,0,0.000000,0.000000,
1772862894.358229,7bd71ca6061d4b2e83c61a67,/predict,200,7.5115,normal,0,0,0,0,0.000000,0.000000,
1772862894.358809,506d35e659c4103a141f9411,/detect_drift,200,5.9767,normal,0,0,0,0,0.900118,0.880000,
1772862894.360037,115629b05daecaba9199c0ec,/score,200,2.5645,normal,0,0,0,0,0.000000,0.000000,
1772862894.364676,5780f887d10a01deb07b357c,/score,200,5.8575,normal,0,0,0,0,0.000000,0.000000,
1772862894.364847,0ae394f6a8a32bd9ce79a1ad,/score,200,6.8317,normal,0,0,0,0,0.000000,0.000000,
1772862894.365230,e92e57a29b7bbdda693403c1,/score,200,7.5942,normal,0,0,0,0,0.000000,0.000000,
1772862894.365442,17a083ea2ee62b8646c00dc4,/score,200,7.2040,normal,0,0,0,0,0.000000,0.000000,
1772862894.366088,4568fe2ee751e68913fb933d,/score,200,6.0408,normal,0,0,0,0,0.000000,0.000000,
1772862894.367272,c75c4953c58aeca32c5af524,/score,200,2.5859,normal,0,0,0,0,0.000000,0.000000,
1772862894.371932,0e73622b8e43f37052ab7638,/predict,200,7.0758,normal,0,0,0,0,0.000000,0.000000,
1772862894.372103,78c999a3eed28bc646442f97,/detect_drift,200,6.0051,normal,0,0,0,0,0.664485,0.880000,
1772862894.372502,2d3a4e1d87557184788a2e4e,/predict,200,7.2623,normal,0,0,0,0,0.000000,0.000000,
1772862894.372720,cf56054ef9d8deed5b8100ba,/predict,200,7.2689,normal,0,0,0,0,0.000000,0.000000,
1772862894.373271,527abbc01ede779e18ac5ea6,/score,200,5.9895,normal,0,0,0,0,0.000000,0.000000,
1772862894.374444,7868e35ef628a615c3013570,/score,200,2.5018,normal,0,0,0,0,0.000000,0.000000,
1772862894.379263,f9a0ca5ef96e6d353890c71d,/score,200,5.9824,normal,0,0,0,0,0.000000,0.000000,
1772862894.379439,bba2b0ff75dba244e9dff2a4,/detect_drift,200,6.9280,normal,0,0,0,0,0.490218,0.880000,
1772862894.379832,2b73ce266369d58e40bfd5e9,/predict,200,7.7198,normal,0,0,0,0,0.000000,0.000000,
1772862894.380041,64477e69a83a0203fdd911fe,/score,200,7.3120,normal,0,0,0,0,0.000000,0.000000,
1772862894.380652,7454172aa695e4f52447e01c,/detect_drift,200,6.1994,normal,0,0,0,0,0.402477,0.880000,
1772862894.381846,04bef1141ff553aed2f61b8f,/predict,200,2.5729,normal,0,0,0,0,0.000000,0.000000,
1772862894.386593,37b8a88e18c122e0bca800a4,/score,200,7.1440,normal,0,0,0,0,0.000000,0.000000,
1772862894.386767,79eab83a46e07d698111409e,/predict,200,6.1038,normal,0,0,0,0,0.000000,0.000000,
1772862894.387189,f49ee8c50a2a314121a9637d,/predict,200,7.3467,normal,0,0,0,0,0.000000,0.000000,
1772862894.387426,fb31f41366173c74f2bde5c5,/score,200,7.3754,normal,0,0,0,0,0.000000,0.000000,
1772862894.388140,37e59de9452c52416a86e005,/score,200,6.2857,normal,0,0,0,0,0.000000,0.000000,
1772862894.389573,bf8378ffe0dc8bad04fd1b1e,/predict,200,2.9663,normal,0,0,0,0,0.000000,0.000000,
1772862894.394317,ee0745cc2ac1de854f1433ea,/score,200,6.1627,normal,0,0,0,0,0.000000,0.000000,
1772862894.394484,1427c3a1736c51bd949266fd,/detect_drift,200,7.2846,normal,0,0,0,0,0.993731,0.880000,
1772862894.394875,12d523b4c770c930b7089695,/score,200,8.0964,normal,0,0,0,0,0.000000,0.000000,
1772862894.395110,220d6f13d909c5134ae9ebcd,/predict,200,7.6734,normal,0,0,0,0,0.000000,0.000000,
1772862894.395750,faa76495c8be43a0216feba3,/score,200,6.1656,normal,0,0,0,0,0.000000,0.000000,
1772862894.397019,024fffe2144f71ed3025b71b,/predict,200,2.6913,normal,0,0,0,0,0.000000,0.000000,
1772862894.401590,886fc49a3946b972167b4a49,/score,200,7.0969,normal,0,0,0,0,0.000000,0.000000,
1772862894.401765,aed8562d1e904afc8961ab25,/detect_drift,200,6.0051,normal,0,0,0,0,0.485405,0.880000,
1772862894.402304,d11bbb3fe7697775202c2042,/predict,200,7.4198,normal,0,0,0,0,0.000000,0.000000,
1772862894.402535,1dc4d6b8ef1c24d22f2a4a0b,/score,200,7.4147,normal,0,0,0,0,0.000000,0.000000,
1772862894.403105,43d639b0f7b65340bb657939,/predict,200,6.0754,normal,0,0,0,0,0.000000,0.000000,
1772862894.404365,53090229280d6cd6b40c6634,/score,200,2.7642,normal,0,0,0,0,0.000000,0.000000,
1772862894.408776,13398da28b529114446c4023,/score,200,5.6615,normal,0,0,0,0,0.000000,0.000000,
