timestamp,request_id,endpoint,status_code,latency_ms,phase,ground_truth_drift,drift_evaluated,warning_alert,critical_alert,adaptive_alert,fixed_alert,score,threshold,error
1772863362.631262,1d8aa9d01666f595639c8286,/score,200,2.7430,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.636094,384247733745f463d74115a0,/predict,200,5.9916,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.636268,d26f4c7d2b29a59214efd339,/score,200,7.5900,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.636654,bf625488a50b540a3979f9ea,/score,200,7.5786,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.636876,6bec74e66ff4a7b72fcf58b7,/predict,200,7.5803,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.637524,72a3b0211dfb0a0fe796bad1,/detect_drift,200,6.2495,normal,0,0,0,0,0,0,0.664485,0.880000,
1772863362.638632,c63888562fe759acc2f70d3c,/detect_drift,200,2.5269,normal,0,0,0,0,0,0,0.490218,0.880000,
1772863362.643083,a49427098420611b00dcb5c6,/predict,200,5.5495,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.643259,4f77c43b0ca6c17942b9a278,/predict,200,6.9804,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.643635,48da8cbdbb9c6b4ec5b13c55,/predict,200,6.9713,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.643846,f366c6c8d18893fc929fb463,/detect_drift,200,6.9607,normal,0,0,0,0,0,0,0.900118,0.880000,
1772863362.644476,f391b4763d4ad9574c3ffab7,/score,200,5.8332,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.645580,d72991fefb609acb14781672,/predict,200,2.4855,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.650137,1e4eb5ba6ebd4c41b75e67e1,/predict,200,5.6507,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.650303,a57ae7208e4e42a380a7f865,/score,200,7.0350,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.650702,0e6f21355b2d49a993e6b96e,/score,200,7.0568,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.650946,99f94db83e6d88a378734cd3,/score,200,7.0917,normal,0,0,0,0,0,0,0.000000,0.000000,
1772863362.651696,a5a16142a78c36230d323f31,/detect_drift,200,6.1057,normal,0,0,0,0,0,0,0.993731,0.880000,
1772863362.652796,d89154e210082d4a9d10a316,/score,200,2.6493,normal,0,0,0,0,0,0,0.000000,0.000000,
