timestamp,request_id,endpoint,status_code,latency_ms,phase,ground_truth_drift,drift_evaluated,warning_alert,critical_alert,adaptive_alert,fixed_alert,vote_ratio,psi_component,ks_component,prediction_component,score,threshold,error
1772864714.441492,25eac9855083d3a843f4c5a6,/predict,200,6.2782,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.441672,9d7c10f38af51436670f079b,/score,200,7.7800,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.441857,f3641e7137dc2b0827f4f865,/predict,200,7.5146,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.442177,5f91135bf49c0ded4f8f3267,/detect_drift,200,7.5986,sudden_drift,1,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.993012,0.880000,
1772864714.442968,dccd2e70410dc499cf53e016,/score,200,6.4806,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.444348,eed26bb279380074c7676395,/predict,200,2.8429,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.449475,8625aef0ca35e6aea41cb35e,/detect_drift,200,6.4916,sudden_drift,1,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.995577,0.880000,
1772864714.449671,d86db5a3df4c82dae5b9771c,/score,200,7.9879,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.449887,e897a731aada55fedaafc806,/predict,200,7.6978,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.450251,9a4a71d9cd34809a1e749d70,/predict,200,8.3822,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.450890,4a072d7bf89ed74f8e928e1b,/predict,200,6.5258,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.452173,d44933050785418e549a4d09,/detect_drift,200,2.6833,sudden_drift,1,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.995627,0.880000,
1772864714.457254,d4d9429cfaaa41b87e371ea9,/detect_drift,200,6.3528,sudden_drift,1,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.991443,0.880000,
1772864714.457437,b289371026c87b332de1e13b,/detect_drift,200,7.7528,sudden_drift,1,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.996451,0.880000,
1772864714.457645,85fee190e5de60fe3f37c990,/score,200,7.7455,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.458013,b3fde4c3927740f4e80fa4b5,/predict,200,7.7503,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.458637,5fe80a068964d3b899154334,/score,200,6.4507,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.459962,93ccffde490d6bd35e178fac,/predict,200,2.6942,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.464983,ef2dead221498fda6e160201,/detect_drift,200,6.3347,sudden_drift,1,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.980744,0.880000,
1772864714.465140,158dca53bb2fbf51556bef85,/score,200,7.6904,sudden_drift,1,0,0,0,0,0,0.875000,3.607594,1.974836,2.245403,7.827833,1.000000,
1772864714.465534,7c8aab5e5598d5c24b394a1e,/detect_drift,200,7.8746,sudden_drift,1,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.981840,0.880000,
